,Unnamed: 0,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,source,urls,user,user_mentions,handle,date_time,date,date_week,clean_tweet
675,75,Wed Aug 21 20:55:37 +0000 2019,137,Helping you get ahead! https://t.co/vtiZfA5Z4t,[],1164279914998247430,1164279914998247430,en,"[{'display_url': 'pic.twitter.com/vtiZfA5Z4t', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164279914998247430/photo/1', 'id': 1164279269222158337, 'media_url': 'http://pbs.twimg.com/media/EChZ06VWkAEBLG8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EChZ06VWkAEBLG8.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 899, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1535, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/vtiZfA5Z4t'}]",,,,23,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-21 20:55:37+00:00,2019-08-21,2019-08-19,help get ahead http t.co/vtizfa5z4t
677,77,Wed Aug 21 20:38:50 +0000 2019,150,Our Richmond Hill candidate @CostasMenegakis and his incredible team are spreading our positive Conservative message: Living within our means and putting more money in your pockets so you can get ahead! Thanks for having me out this morning! https://t.co/GmTf03aOAT,[],1164275691967434758,1164275691967434758,en,"[{'display_url': 'pic.twitter.com/GmTf03aOAT', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164275691967434758/photo/1', 'id': 1164273194704023552, 'media_url': 'http://pbs.twimg.com/media/EChUTU_XsAAI7Gl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EChUTU_XsAAI7Gl.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/GmTf03aOAT'}, {'display_url': 'pic.twitter.com/GmTf03aOAT', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164275691967434758/photo/1', 'id': 1164273195001815041, 'media_url': 'http://pbs.twimg.com/media/EChUTWGXoAE7fQ-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EChUTWGXoAE7fQ-.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/GmTf03aOAT'}]",,,,61,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 398241429, 'id_str': '398241429', 'name': 'Costas Menegakis', 'screen_name': 'CostasMenegakis'}]",@AndrewScheer,2019-08-21 20:38:50+00:00,2019-08-21,2019-08-19,richmond hill candidate costasmenegaki hi incredible team spread positive conservative message living within mean put money ymy pocket get ahead thank thi morning http t.co/gmtf03aoat
679,79,Wed Aug 21 20:21:58 +0000 2019,1400,"Justin Trudeau said he would be honest and ethical. But today, his Liberals used their majority to cover-up the truth in Trudeau’s SNC-Lavalin corruption scandal again. Watch Conservatives respond: https://t.co/oa4Q46FCLo",[],1164271446350323712,1164271446350323712,en,,,,,550,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/CandidateRaitt/videos/373089230025615/', 'url': 'https://t.co/oa4Q46FCLo'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-21 20:21:58+00:00,2019-08-21,2019-08-19,justin trudeau say would honest ethical today hi liberal use majority cover-up truth trudeau ’ snc-lavalin corruption scandal watch conservative respond http t.co/oa4q46fclo
681,81,Wed Aug 21 19:48:30 +0000 2019,663,Justin Trudeau’s Liberals just used their majority to stop the Ethics Commissioner from testifying about Trudeau breaking federal ethics law. My Statement: https://t.co/BWTFdQLRKf https://t.co/oSYRHQWoGs,[],1164263024879964160,1164263024879964160,en,"[{'display_url': 'pic.twitter.com/oSYRHQWoGs', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164263024879964160/photo/1', 'id': 1164262119342301184, 'media_url': 'http://pbs.twimg.com/media/EChKOqDXYAA1Gb_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EChKOqDXYAA1Gb_.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/oSYRHQWoGs'}]",,,,373,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/posts/2870202663013467', 'url': 'https://t.co/BWTFdQLRKf'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-21 19:48:30+00:00,2019-08-21,2019-08-19,justin trudeau ’ liberal use majority stop ethic commissioner testify trudeau break federal ethic law statement http t.co/bwtfdqlrkf http t.co/osyrhqwog
683,83,Wed Aug 21 17:06:02 +0000 2019,555,HAPPENING NOW: The Ethics Committee is debating whether to allow the Ethics Commissioner to testify about Justin Trudeau breaking federal ethics law. TheLiberal members on this committee must end the cover-up. WATCH: https://t.co/8sjBcwLiXg,[],1164222137797939201,1164222137797939201,en,,,,,185,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/CandidateRaitt/videos/498041351008636/', 'url': 'https://t.co/8sjBcwLiXg'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-21 17:06:02+00:00,2019-08-21,2019-08-19,happen ethic committee debate whether allow ethic commissioner testify justin trudeau break federal ethic law theliberal member thi committee must end cover-up watch http t.co/8sjbcwlixg
685,85,Wed Aug 21 16:44:22 +0000 2019,543,"I’ve always believed that if you work hard, you should be able to get ahead. But Justin Trudeau is making that harder and harder. Today, I am in Peterborough speaking about our plan to live within our means and put more money in your pocket. Watch Live: https://t.co/2rqnYGbh9s",[],1164216683717955586,1164216683717955586,en,,,,,112,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/videos/387108721991358/', 'url': 'https://t.co/2rqnYGbh9s'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-21 16:44:22+00:00,2019-08-21,2019-08-19,’ alway believe work hard able get ahead justin trudeau make hard harder today peterborough speaking plan live within mean put money ymy pocket watch live http t.co/2rqnygbh9
687,87,Wed Aug 21 15:01:26 +0000 2019,514,To the Liberals on the Ethics Committee: Do what is right and what Canadians expect of you. We will learn today whether or not the scandal and corruption is limited to just the Liberal Party’s leader or if this rot has infected the entire caucus and party. https://t.co/eSd8Ewawh2,[],1164190779620941825,1164190779620941825,en,"[{'display_url': 'pic.twitter.com/eSd8Ewawh2', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164190779620941825/photo/1', 'id': 1164189802163507202, 'media_url': 'http://pbs.twimg.com/media/ECgIdPkWkAInc-U.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECgIdPkWkAInc-U.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/eSd8Ewawh2'}]",,,,183,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-21 15:01:26+00:00,2019-08-21,2019-08-19,liberal ethic committee right canadian expect learn today whether scandal corruption limit liberal party ’ leader thi rot ha infect entire caucu party http t.co/esd8ewawh2
689,89,Wed Aug 21 13:55:49 +0000 2019,190,Great to see the Canadian High Arctic Research Station Campus opening thanks to the work of @leonaaglukkaq and the previous Conservative Government! Can’t wait to learn more about the world-class work that will happen at this facility.,[],1164174267325538304,1164174267325538304,en,,,,,46,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 35764984, 'id_str': '35764984', 'name': 'Leona Aglukkaq', 'screen_name': 'leonaaglukkaq'}]",@AndrewScheer,2019-08-21 13:55:49+00:00,2019-08-21,2019-08-19,great see canadian high arctic research station campu open thank work leonaaglukkaq previou conservative government ’ wait learn world-clas work happen thi facility
691,91,Wed Aug 21 13:06:11 +0000 2019,1013,"Time and time again, Trudeau abused the power of his office to reward supporters and punish critics. It’s time for Liberals on the Ethics Committee to make a stand. Do what's right and what Canadians expect you to do. Speaking with media in Richmond Hill: https://t.co/C7xFMtVmH4",[],1164161775736168449,1164161775736168449,en,,,,,322,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.youtube.com/watch?v=bin7zSaf3BU', 'url': 'https://t.co/C7xFMtVmH4'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-21 13:06:11+00:00,2019-08-21,2019-08-19,time time trudeau abuse power hi office reward supporter punish critic ’ time liberal ethic committee make stand right canadian expect speak medium richmond hill http t.co/c7xfmtvmh4
693,93,Wed Aug 21 01:26:50 +0000 2019,667,"In 2014, our Conservative government led the charge to suspend Russia from the G8 after it invaded Crimea. Since then, Russia has done nothing to earn the international community’s trust. We shouldn’t let them back *in* until they get *out* of Ukraine.",[],1163985782358474752,1163985782358474752,en,,,,,182,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-21 01:26:50+00:00,2019-08-21,2019-08-19,2014 conservative government lead charge suspend russium g8 invade crimea since russium ha do nothing earn international community ’ trust ’ let back get ukraine
695,95,Wed Aug 21 00:45:00 +0000 2019,179,Helping Canadians get ahead means no more special deals for big companies and politically connected insiders. I sat down with @WR_Record yesterday to talk about this and our Conservative plan to make life more affordable for people like you. https://t.co/LtJ0L4ExK3,[],1163975251803271168,1163975251803271168,en,,"{'created_at': 'Tue Aug 20 18:00:01 +0000 2019', 'favorite_count': 3, 'full_text': 'Scheer visits Kitchener: Damage from scandal may be ‘permanent’ https://t.co/aNjQvxjnws https://t.co/cpkTcAsQr9', 'hashtags': [], 'id': 1163873336419639296, 'id_str': '1163873336419639296', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/cpkTcAsQr9', 'expanded_url': 'https://twitter.com/KitchenerPost/status/1163873336419639296/photo/1', 'id': 1163873334565703683, 'media_url': 'http://pbs.twimg.com/media/ECbooZ5WkAMcsuY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECbooZ5WkAMcsuY.jpg', 'sizes': {'medium': {'w': 679, 'h': 416, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 679, 'h': 416, 'resize': 'fit'}, 'large': {'w': 679, 'h': 416, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/cpkTcAsQr9'}], 'retweet_count': 1, 'source': '<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>', 'urls': [{'expanded_url': 'https://buff.ly/30kH1nQ', 'url': 'https://t.co/aNjQvxjnws'}], 'user': {'id': 314729756, 'id_str': '314729756'}, 'user_mentions': []}",1.1638733364196393e+18,1.1638733364196393e+18,43,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/KitchenerPost/status/1163873336419639296', 'url': 'https://t.co/LtJ0L4ExK3'}]","{'id': 256360738, 'id_str': '256360738'}","[{'id': 37104970, 'id_str': '37104970', 'name': 'WR Record', 'screen_name': 'WR_Record'}]",@AndrewScheer,2019-08-21 00:45:00+00:00,2019-08-21,2019-08-19,help canadian get ahead mean special deal big company politically connected insider sit wr_record yesterday talk thi conservative plan make life affordable person like http t.co/ltj0l4exk3
697,97,Wed Aug 21 00:30:25 +0000 2019,90,"Thank you to all the energized supporters who joined @PLawrence2019, our candidate in Northumberland-Peterborough South, for a great evening here in Cobourg! People here just want a government that will help them get ahead - and that’s what we will deliver! https://t.co/4j5WCGc8oY",[],1163971584006217734,1163971584006217734,en,"[{'display_url': 'pic.twitter.com/4j5WCGc8oY', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163971584006217734/photo/1', 'id': 1163971548702740480, 'media_url': 'http://pbs.twimg.com/media/ECdB9OEWkAA9tYf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECdB9OEWkAA9tYf.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/4j5WCGc8oY'}, {'display_url': 'pic.twitter.com/4j5WCGc8oY', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163971584006217734/photo/1', 'id': 1163971548925124608, 'media_url': 'http://pbs.twimg.com/media/ECdB9O5X4AAYJWk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECdB9O5X4AAYJWk.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/4j5WCGc8oY'}, {'display_url': 'pic.twitter.com/4j5WCGc8oY', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163971584006217734/photo/1', 'id': 1163971549763964930, 'media_url': 'http://pbs.twimg.com/media/ECdB9SBXkAI2k3l.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECdB9SBXkAI2k3l.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/4j5WCGc8oY'}, {'display_url': 'pic.twitter.com/4j5WCGc8oY', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163971584006217734/photo/1', 'id': 1163971550200172550, 'media_url': 'http://pbs.twimg.com/media/ECdB9TpXkAYVfl2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECdB9TpXkAYVfl2.jpg', 'sizes': {'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/4j5WCGc8oY'}]",,,,25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 989311745100566529, 'id_str': '989311745100566529', 'name': 'Philip Lawrence', 'screen_name': 'PLawrence2019'}]",@AndrewScheer,2019-08-21 00:30:25+00:00,2019-08-21,2019-08-19,thank energize supporter join plawrence2019 candidate northumberland-peterborough south great even cobourg person want government help get ahead ’ deliver http t.co/4j5wcgc8oy
699,99,Wed Aug 21 00:15:00 +0000 2019,336,"New parents have enough to deal with in the first few months of their child’s life without worrying about their bank accounts. As Prime Minister, I will make EI maternity benefits tax-free. https://t.co/zUl3JwnonC",[],1163967701879906304,1163967701879906304,en,,"{'created_at': 'Tue Aug 20 23:45:56 +0000 2019', 'favorite_count': 19, 'full_text': 'Scheer promises EI tax credit for new parents if Conservatives form government https://t.co/5yTd8lgMVG https://t.co/wzDzUDjYlf', 'hashtags': [], 'id': 1163960389480189952, 'id_str': '1163960389480189952', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/wzDzUDjYlf', 'expanded_url': 'https://twitter.com/CTVNews/status/1163960389480189952/photo/1', 'id': 1163960387785711616, 'media_url': 'http://pbs.twimg.com/media/ECc3zkaX4AAvE7I.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECc3zkaX4AAvE7I.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 620, 'h': 349, 'resize': 'fit'}, 'medium': {'w': 620, 'h': 349, 'resize': 'fit'}, 'large': {'w': 620, 'h': 349, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/wzDzUDjYlf'}], 'retweet_count': 5, 'source': '<a href=""https://trueanthem.com/"" rel=""nofollow"">True Anthem</a>', 'urls': [{'expanded_url': 'https://www.ctvnews.ca/politics/scheer-promises-ei-tax-credit-for-new-parents-if-conservatives-form-government-1.4557557?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5d5c861f37ca340001cf7de1&utm_medium=trueAnthem&utm_source=twitter', 'url': 'https://t.co/5yTd8lgMVG'}], 'user': {'id': 203123011, 'id_str': '203123011'}, 'user_mentions': []}",1.16396038948019e+18,1.16396038948019e+18,85,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/CTVNews/status/1163960389480189952', 'url': 'https://t.co/zUl3JwnonC'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-21 00:15:00+00:00,2019-08-21,2019-08-19,new parent enough deal first month child ’ life without worry bank account prime minister make ei maternity benefit tax-free http t.co/zul3jwnonc
701,101,Tue Aug 20 23:57:56 +0000 2019,87,Had the opportunity to visit https://t.co/IQNHbtNKnt’s office today in Markham. Thank you for sitting down with me and for your work bringing the news to Chinese Canadians. https://t.co/9ffmSCxDIO,[],1163963406535266304,1163963406535266304,en,"[{'display_url': 'pic.twitter.com/9ffmSCxDIO', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163963406535266304/photo/1', 'id': 1163959836704411649, 'media_url': 'http://pbs.twimg.com/media/ECc3TfeWkAEdnLO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECc3TfeWkAEdnLO.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1663, 'h': 1107, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/9ffmSCxDIO'}, {'display_url': 'pic.twitter.com/9ffmSCxDIO', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163963406535266304/photo/1', 'id': 1163959837035827201, 'media_url': 'http://pbs.twimg.com/media/ECc3TgtXkAE80qb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECc3TgtXkAE80qb.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1816, 'h': 1210, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/9ffmSCxDIO'}]",,,,13,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'http://51.ca', 'url': 'https://t.co/IQNHbtNKnt'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-20 23:57:56+00:00,2019-08-20,2019-08-19,opportunity visit http t.co/iqnhbtnknt ’ office today markham thank sit ymy work bring news chinese canadian http t.co/9ffmscxdio
