,Unnamed: 0,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,source,urls,user,user_mentions,handle,date_time,date,date_week,clean_tweet
650,50,Sun Aug 25 20:01:00 +0000 2019,1262,"Justin Trudeau has broken the law again. He promised 4 years ago to be open, transparent and ethical but squashed every attempt by the opposition to get answers in his corruption scandal. https://t.co/UnpZsAFgNr",[],1165715719981600771,1165715719981600771,en,,"{'created_at': 'Thu Aug 22 17:00:00 +0000 2019', 'favorite_count': 324, 'full_text': 'Heading into this election, Trudeau had already become the only Prime Minister in Canadian history to be found guilty of breaking ethics laws. Now, he has done it again. There is just one option left – Trudeau must be defeated on October 21st.\n\n#cdnpoli https://t.co/JGKKvTddid', 'hashtags': [{'text': 'cdnpoli'}], 'id': 1164583007400992778, 'id_str': '1164583007400992778', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/JGKKvTddid', 'expanded_url': 'https://twitter.com/CPC_HQ/status/1164583007400992778/photo/1', 'id': 1164260228168396800, 'media_url': 'http://pbs.twimg.com/media/EChIgk4XsAAO8UD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EChIgk4XsAAO8UD.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/JGKKvTddid'}], 'retweet_count': 166, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'urls': [], 'user': {'id': 190817371, 'id_str': '190817371'}, 'user_mentions': []}",1.1645830074009928e+18,1.1645830074009928e+18,481,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/CPC_HQ/status/1164583007400992778', 'url': 'https://t.co/UnpZsAFgNr'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-25 20:01:00+00:00,2019-08-25,2019-08-19,justin trudeau ha broken law promise 4 year ago open transparent ethical squash every attempt opposition get answer hi corruption scandal http t.co/unpzsafgnr
652,52,Sun Aug 25 18:46:23 +0000 2019,1147,"I denounce this heinous act of hatred in the strongest terms. Nobody should ever be the target of violence for their sexual orientation, beliefs and opinions. https://t.co/mbKjiSRnxB",[],1165696945161211906,1165696945161211906,en,,,,,313,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://www.cbc.ca/amp/1.5259219', 'url': 'https://t.co/mbKjiSRnxB'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-25 18:46:23+00:00,2019-08-25,2019-08-19,denounce thi heinou act hatred strong term nobody ever target violence sexual orientation belief opinion http t.co/mbkjisrnxb
654,54,Sun Aug 25 15:02:00 +0000 2019,1614,"Jobs were never the issue. It was about Justin Trudeau looking out for the interests of his friends and insiders, not the interests of Canadians. https://t.co/Wmj7SkcMZY",[],1165640474398298112,1165640474398298112,en,,"{'created_at': 'Thu Aug 22 01:21:07 +0000 2019', 'favorite_count': 1574, 'full_text': 'Trudeau’s committee spokesman admits Liberals have no proof that they were protecting jobs with SNC interference. https://t.co/AmUy0pR0eV', 'hashtags': [], 'id': 1164346730109964288, 'id_str': '1164346730109964288', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/AmUy0pR0eV', 'expanded_url': 'https://twitter.com/PierrePoilievre/status/1164346730109964288/video/1', 'id': 1164346664347471873, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1164346664347471873/pu/img/UY1ZpeTInMBJAo03.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1164346664347471873/pu/img/UY1ZpeTInMBJAo03.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/AmUy0pR0eV', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 45000, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1164346664347471873/pu/vid/1280x720/JDEMdl0vCKO67pf4.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1164346664347471873/pu/pl/zJAk5jjEG_xnZH27.m3u8?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1164346664347471873/pu/vid/480x270/91DPSPVjv1NBVI2a.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1164346664347471873/pu/vid/640x360/v2wJwJhbvo3iK9zk.mp4?tag=10'}]}}], 'retweet_count': 756, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'urls': [], 'user': {'id': 242827267, 'id_str': '242827267'}, 'user_mentions': []}",1.1643467301099643e+18,1.1643467301099643e+18,600,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/PierrePoilievre/status/1164346730109964288', 'url': 'https://t.co/Wmj7SkcMZY'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-25 15:02:00+00:00,2019-08-25,2019-08-19,job never issue wa justin trudeau look interest hi friend insider interest canadian http t.co/wmj7skcmzy
655,55,Sun Aug 25 00:01:00 +0000 2019,1363,"Last week I visited the East Coast and I saw first hand how Justin Trudeau’s never ending taxes are hurting people there. This October you can vote for a Conservative government that will put you and your family first, so you can get ahead, not just get by. https://t.co/UmOdpHN05H",[],1165413730106138624,1165413730106138624,en,"[{'display_url': 'pic.twitter.com/UmOdpHN05H', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1165413730106138624/video/1', 'id': 1164986658892275714, 'media_url': 'http://pbs.twimg.com/media/ECrklTWX4Agz1JL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECrklTWX4Agz1JL.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1199, 'resize': 'fit'}, 'large': {'w': 1256, 'h': 1255, 'resize': 'fit'}, 'small': {'w': 680, 'h': 679, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/UmOdpHN05H', 'video_info': {'aspect_ratio': [1, 1], 'duration_millis': 60000, 'variants': [{'bitrate': 1280000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1164986658892275714/vid/720x720/N3ROxP2rm_Bvuyp4.mp4?tag=13'}, {'bitrate': 432000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1164986658892275714/vid/320x320/qowMwSDNMFOcq0OH.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1164986658892275714/vid/480x480/_QvqIb4tqhMtuxdP.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1164986658892275714/pl/vTEhNTpmc15mzrIM.m3u8?tag=13'}]}}]",,,,409,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-25 00:01:00+00:00,2019-08-25,2019-08-19,last week visit east coast saw first hand justin trudeau ’ never end taxe hurt person thi october vote conservative government put ymy family first get ahead get http t.co/umodphn05h
658,58,Sat Aug 24 20:02:00 +0000 2019,1030,"Justin Trudeau’s Liberals used their majority on the committee to block the Commissioner from speaking, and continue the cover-up. That’s shameful and they will have to answer to you this October. https://t.co/4WafHHFIaH",[],1165353583929282565,1165353583929282565,en,,"{'created_at': 'Wed Aug 21 21:12:53 +0000 2019', 'favorite_count': 55, 'full_text': 'Liberal MPs voted down an opposition motion to call Conflict of Interest and Ethics Commissioner Mario Dion to testify about his report on the SNC-Lavalin affair. #cdnpoli https://t.co/hdNnwOMizP', 'hashtags': [{'text': 'cdnpoli'}], 'id': 1164284260062289920, 'id_str': '1164284260062289920', 'lang': 'en', 'retweet_count': 32, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'urls': [{'expanded_url': 'http://cbc.ca/1.5254655', 'url': 'https://t.co/hdNnwOMizP'}], 'user': {'id': 373683618, 'id_str': '373683618'}, 'user_mentions': []}",1.16428426006229e+18,1.16428426006229e+18,376,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/PnPCBC/status/1164284260062289920', 'url': 'https://t.co/4WafHHFIaH'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-24 20:02:00+00:00,2019-08-24,2019-08-19,justin trudeau ’ liberal use majority committee block commissioner speak continue cover-up ’ shameful answer thi october http t.co/4wafhhfiah
659,59,Sat Aug 24 14:02:00 +0000 2019,1904,Justin Trudeau has refused to be open and transparent with you about his SNC corruption scandal. He’s used his office and Liberal MPs to block our attempts to get the answers you deserve. We won’t stop fighting until you get the answers you deserve. https://t.co/nRdAYrXCrh,[],1165262987055288320,1165262987055288320,en,"[{'display_url': 'pic.twitter.com/nRdAYrXCrh', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1165262987055288320/video/1', 'id': 1163603783169040385, 'media_url': 'http://pbs.twimg.com/media/ECYDYwFXYAELGdI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECYDYwFXYAELGdI.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/nRdAYrXCrh', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 84667, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1163603783169040385/pl/pxjaKlgl5_XjPLem.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1163603783169040385/vid/480x270/7qnik9aBXPFjsm37.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1163603783169040385/vid/640x360/qXdJ273_Nn5vgH4F.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1163603783169040385/vid/1280x720/utkeKKjYK7okdZDY.mp4?tag=13'}]}}]",,,,695,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-24 14:02:00+00:00,2019-08-24,2019-08-19,justin trudeau ha refuse open transparent hi snc corruption scandal ’ use hi office liberal mp block attempt get answer deserve ’ stop fight get answer deserve http t.co/nrdayrxcrh
662,62,Sat Aug 24 00:01:00 +0000 2019,712,"In 2015, Trudeau promised he would be ethical and accountable. Since then, he has abused the power of his office to reward his friends and punish his critics. These should never be the actions of a Prime Minister of Canada. https://t.co/x0nVtoasmI",[],1165051342416535552,1165051342416535552,en,"[{'display_url': 'pic.twitter.com/x0nVtoasmI', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1165051342416535552/photo/1', 'id': 1164999265371996160, 'media_url': 'http://pbs.twimg.com/media/ECroqNAWwAArQ-y.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECroqNAWwAArQ-y.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/x0nVtoasmI'}]",,,,239,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-24 00:01:00+00:00,2019-08-24,2019-08-19,2015 trudeau promise would ethical accountable since ha abuse power hi office reward hi friend punish hi critic never action prime minister canada http t.co/x0nvtoasmi
663,63,Fri Aug 23 22:01:00 +0000 2019,2676,"This is exactly why my first act as Prime Minister will be to repeal Justin Trudeau’s Carbon Tax. I will always put you and your family first, and put more money in your pockets so you can get ahead. https://t.co/UCKSZQhPMS",[],1165021143478128640,1165021143478128640,en,,"{'created_at': 'Thu Aug 22 23:28:28 +0000 2019', 'favorite_count': 38, 'full_text': ""Justin Trudeau's carbon tax could kill jobs, report says https://t.co/eof5rpr8nc https://t.co/oRBzD661BS"", 'hashtags': [], 'id': 1164680767743676416, 'id_str': '1164680767743676416', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/oRBzD661BS', 'expanded_url': 'https://twitter.com/winnipegsun/status/1164680767743676416/photo/1', 'id': 1164680765218742272, 'media_url': 'http://pbs.twimg.com/media/ECnG_DeX4AAllBb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECnG_DeX4AAllBb.jpg', 'sizes': {'medium': {'w': 908, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 509, 'resize': 'fit'}, 'large': {'w': 908, 'h': 680, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/oRBzD661BS'}], 'retweet_count': 28, 'source': '<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox Social</a>', 'urls': [{'expanded_url': 'https://winnipegsun.com/news/national/justin-trudeaus-carbon-tax-could-kill-jobs-report-says/wcm/bcbcd14c-17af-4b3c-b36e-611277e0bbe0?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1566514691', 'url': 'https://t.co/eof5rpr8nc'}], 'user': {'id': 28587570, 'id_str': '28587570'}, 'user_mentions': []}",1.1646807677436764e+18,1.1646807677436764e+18,897,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/winnipegsun/status/1164680767743676416', 'url': 'https://t.co/UCKSZQhPMS'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-23 22:01:00+00:00,2019-08-23,2019-08-19,thi exactly first act prime minister repeal justin trudeau ’ carbon tax alway put ymy family first put money ymy pocket get ahead http t.co/uckszqhpm
665,65,Fri Aug 23 16:25:59 +0000 2019,520,"On Black Ribbon Day, I join in remembering the victims of Communism and Nazism in Europe. It is our duty to educate future generations about the atrocities of the past in order to ensure that these murderous ideologies never have a chance to rise again. https://t.co/BAGTlnBSXG https://t.co/qgYRB3vZ9o",[],1164936835073789959,1164936835073789959,en,"[{'display_url': 'pic.twitter.com/qgYRB3vZ9o', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164936835073789959/photo/1', 'id': 1164936631201226759, 'media_url': 'http://pbs.twimg.com/media/ECqvsaiW4AcpfY7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECqvsaiW4AcpfY7.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/qgYRB3vZ9o'}]",,,,224,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/posts/2874360625931004', 'url': 'https://t.co/BAGTlnBSXG'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-23 16:25:59+00:00,2019-08-23,2019-08-19,black ribbon day join remember victim communism nazism europe duty educate future generation atrocity past order ensure murderou ideology never chance rise http t.co/bagtlnbsxg http t.co/qgyrb3vz9o
667,67,Fri Aug 23 02:24:08 +0000 2019,1749,Justin Trudeau must explain why the Liberal party is recruiting members at anti-democracy protests. Conservatives are always on the side of freedom and democracy. https://t.co/pTztmjMy1p,[],1164724974181126144,1164724974181126144,en,,"{'created_at': 'Fri Aug 23 00:18:39 +0000 2019', 'favorite_count': 154, 'full_text': 'Liberal party membership forms distributed at pro-Beijing rally against Hong Kong protests https://t.co/b2r5wHMz8p https://t.co/oVHkT1T1Xv', 'hashtags': [], 'id': 1164693395559845888, 'id_str': '1164693395559845888', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/oVHkT1T1Xv', 'expanded_url': 'https://twitter.com/nationalpost/status/1164693395559845888/photo/1', 'id': 1164693392993005568, 'media_url': 'http://pbs.twimg.com/media/ECnSeFmXsAA-fEu.png', 'media_url_https': 'https://pbs.twimg.com/media/ECnSeFmXsAA-fEu.png', 'sizes': {'large': {'w': 1000, 'h': 750, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1000, 'h': 750, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/oVHkT1T1Xv'}], 'retweet_count': 200, 'source': '<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox Social</a>', 'urls': [{'expanded_url': 'https://nationalpost.com/news/liberal-party-membership-forms-distributed-at-pro-beijing-rally-against-hong-kong-protests?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1566518439', 'url': 'https://t.co/b2r5wHMz8p'}], 'user': {'id': 14216661, 'id_str': '14216661'}, 'user_mentions': []}",1.164693395559846e+18,1.164693395559846e+18,834,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'expanded_url': 'https://twitter.com/nationalpost/status/1164693395559845888', 'url': 'https://t.co/pTztmjMy1p'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-23 02:24:08+00:00,2019-08-23,2019-08-19,justin trudeau must explain liberal party recruit member anti-democracy protest conservative alway side freedom democracy http t.co/ptztmjmy1p
669,69,Fri Aug 23 00:02:03 +0000 2019,1859,Justin Trudeau’s Liberals used their majority to cover up his SNC-Lavalin corruption scandal. It is completely unacceptable. Canadians deserve to know the truth. https://t.co/yhXY39aomc,[],1164689218016370690,1164689218016370690,en,,"{'created_at': 'Thu Aug 22 02:46:07 +0000 2019', 'favorite_count': 79, 'full_text': 'FUREY: This latest Lavscam committee cover-up is arrogance on autopilot https://t.co/omTSQ9WJa2 https://t.co/PXzWwCN512', 'hashtags': [], 'id': 1164368121123278848, 'id_str': '1164368121123278848', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/PXzWwCN512', 'expanded_url': 'https://twitter.com/TheTorontoSun/status/1164368121123278848/photo/1', 'id': 1164368118476693504, 'media_url': 'http://pbs.twimg.com/media/ECiqonmX4AAqiii.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECiqonmX4AAqiii.jpg', 'sizes': {'large': {'w': 908, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 908, 'h': 680, 'resize': 'fit'}, 'small': {'w': 680, 'h': 509, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/PXzWwCN512'}], 'retweet_count': 37, 'source': '<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox Social</a>', 'urls': [{'expanded_url': 'http://bit.ly/2KPTVFf', 'url': 'https://t.co/omTSQ9WJa2'}], 'user': {'id': 24700876, 'id_str': '24700876'}, 'user_mentions': []}",1.1643681211232788e+18,1.1643681211232788e+18,648,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/TheTorontoSun/status/1164368121123278848', 'url': 'https://t.co/yhXY39aomc'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer,2019-08-23 00:02:03+00:00,2019-08-23,2019-08-19,justin trudeau ’ liberal use majority cover hi snc-lavalin corruption scandal completely unacceptable canadian deserve know truth http t.co/yhxy39aomc
671,71,Thu Aug 22 00:28:20 +0000 2019,564,Too many Canadians feel like they are barely getting by and not getting ahead. @BrianForNepean and I will work everyday to put more money in your pockets. Because a dollar in the hands of someone who earned it is always better spent than by the gov't who taxed it. https://t.co/j1bOq4fIoU,[],1164333445222457344,1164333445222457344,en,"[{'display_url': 'pic.twitter.com/j1bOq4fIoU', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164333445222457344/photo/1', 'id': 1164332426140819458, 'media_url': 'http://pbs.twimg.com/media/ECiKLDSXoAI-Qp0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECiKLDSXoAI-Qp0.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 1550, 'h': 1033, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/j1bOq4fIoU'}, {'display_url': 'pic.twitter.com/j1bOq4fIoU', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164333445222457344/photo/1', 'id': 1164332426497335296, 'media_url': 'http://pbs.twimg.com/media/ECiKLEnXoAAmsUA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECiKLEnXoAAmsUA.jpg', 'sizes': {'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1781, 'h': 1186, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/j1bOq4fIoU'}, {'display_url': 'pic.twitter.com/j1bOq4fIoU', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164333445222457344/photo/1', 'id': 1164332426778370048, 'media_url': 'http://pbs.twimg.com/media/ECiKLFqX4AAQz-r.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECiKLFqX4AAQz-r.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1093, 'h': 728, 'resize': 'fit'}, 'medium': {'w': 1093, 'h': 728, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/j1bOq4fIoU'}, {'display_url': 'pic.twitter.com/j1bOq4fIoU', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164333445222457344/photo/1', 'id': 1164332427239710725, 'media_url': 'http://pbs.twimg.com/media/ECiKLHYXYAUXB2S.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECiKLHYXYAUXB2S.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 801, 'resize': 'fit'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'large': {'w': 1756, 'h': 1172, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/j1bOq4fIoU'}]",,,,158,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 888087733591265281, 'id_str': '888087733591265281', 'name': 'Brian St. Louis', 'screen_name': 'BrianForNepean'}]",@AndrewScheer,2019-08-22 00:28:20+00:00,2019-08-22,2019-08-19,many canadian feel like barely get get ahead brianfornepean work everyday put money ymy pocket dollar hand someone earn alway well spent gov't tax http t.co/j1boq4fiou
673,73,Wed Aug 21 21:10:58 +0000 2019,163,"What an amazing crowd at our BBQ tonight in Peterborough! @Jamie_Schmale, @mikeskinnerptbo, @PLawrence2019 and I shared the Conservative plan to help Canadians get ahead. Lower taxes, living within our means, and more money in your pockets! https://t.co/E2PptVCQPy",[],1164283775771131904,1164283775771131904,en,"[{'display_url': 'pic.twitter.com/E2PptVCQPy', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164283775771131904/photo/1', 'id': 1164280484890910721, 'media_url': 'http://pbs.twimg.com/media/ECha7rDXoAEQnn0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECha7rDXoAEQnn0.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/E2PptVCQPy'}, {'display_url': 'pic.twitter.com/E2PptVCQPy', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164283775771131904/photo/1', 'id': 1164280485142552577, 'media_url': 'http://pbs.twimg.com/media/ECha7r_XYAEIL2F.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECha7r_XYAEIL2F.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/E2PptVCQPy'}, {'display_url': 'pic.twitter.com/E2PptVCQPy', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164283775771131904/photo/1', 'id': 1164280485654204418, 'media_url': 'http://pbs.twimg.com/media/ECha7t5WkAI0q2w.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECha7t5WkAI0q2w.jpg', 'sizes': {'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/E2PptVCQPy'}, {'display_url': 'pic.twitter.com/E2PptVCQPy', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1164283775771131904/photo/1', 'id': 1164280486170189825, 'media_url': 'http://pbs.twimg.com/media/ECha7v0X4AEZgJ_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECha7v0X4AEZgJ_.jpg', 'sizes': {'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/E2PptVCQPy'}]",,,,53,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 256552850, 'id_str': '256552850', 'name': 'Jamie Schmale', 'screen_name': 'Jamie_Schmale'}, {'id': 233226501, 'id_str': '233226501', 'name': 'Michael Skinner', 'screen_name': 'mikeskinnerptbo'}, {'id': 989311745100566529, 'id_str': '989311745100566529', 'name': 'Philip Lawrence', 'screen_name': 'PLawrence2019'}]",@AndrewScheer,2019-08-21 21:10:58+00:00,2019-08-21,2019-08-19,amaze crowd bbq tonight peterborough jamie_schmale mikeskinnerptbo plawrence2019 share conservative plan help canadian get ahead low taxe living within mean money ymy pocket http t.co/e2pptvcqpy
