phrase,count,handle,total_count,rank
fairvote_cdnpoli_thank,1,ElizabethMay,1,4640.0
fairvote_cdnpoli,1,ElizabethMay,1,22738.0
fairvote_add_checklist,1,ElizabethMay,1,16261.0
fairvote_add,1,ElizabethMay,1,21809.0
fairquestions_leftist_american,1,MaximeBernier,1,12721.0
fairquestions_leftist,1,MaximeBernier,1,36209.0
fairness_respect_peoplespca,1,MaximeBernier,1,13154.0
fairness_respect_depending,1,MaximeBernier,1,14571.0
fairness_respect_choice,1,MaximeBernier,1,11911.0
fairness_consider_amitakuttner,1,ElizabethMay,1,4679.0
fairness_consider,1,ElizabethMay,1,23399.0
fairly_phoenix_pay,1,ElizabethMay,1,4419.0
fairly_phoenix,1,ElizabethMay,1,23056.0
fairkind_man_passionate,1,JustinTrudeau,1,7301.0
fairkind_man,1,JustinTrudeau,1,27490.0
fair_voting_vote,1,ElizabethMay,1,16271.0
fair_voting_mondays,1,ElizabethMay,1,5143.0
fair_voting_leaders,1,ElizabethMay,1,4448.0
fair_voting_gpc,1,ElizabethMay,1,16258.0
fair_stprosper_five,1,MaximeBernier,1,13972.0
fair_stprosper,1,MaximeBernier,1,29278.0
fair_spend_money,1,MaximeBernier,1,10738.0
fair_spend,1,MaximeBernier,1,35274.0
fair_shot_success,1,JustinTrudeau,1,32110.0
fair_shot_chasing,1,theJagmeetSingh,1,18421.0
fair_share_must,1,ElizabethMay,1,5838.0
fair_share_dont,1,theJagmeetSingh,1,18383.0
fair_share_afraid,1,theJagmeetSingh,1,18609.0
fair_deal_thanksgiving,1,theJagmeetSingh,1,15587.0
fair_deal_new,1,theJagmeetSingh,1,19255.0
failure_act_one,1,theJagmeetSingh,1,18827.0
failure_act,1,theJagmeetSingh,1,33948.0
fails_offer_full,1,ElizabethMay,1,16461.0
fails_offer,1,ElizabethMay,1,22056.0
failed_keep_smiling,1,ElizabethMay,1,16923.0
failed_keep,1,ElizabethMay,1,22115.0
failed_cpc_makes,1,ElizabethMay,1,16559.0
failed_cpc,1,ElizabethMay,1,21992.0
failed_canadas_veterans,1,AndrewScheer,1,3798.0
failed_canadas,1,AndrewScheer,1,21460.0
fail_take_real,1,ElizabethMay,1,15291.0
fail_take,1,ElizabethMay,1,22296.0
fail_quickly_slowly,1,ElizabethMay,1,16305.0
fail_quickly,1,ElizabethMay,1,21722.0
fail_ditto_ndp,1,ElizabethMay,1,4475.0
fail_ditto,1,ElizabethMay,1,23142.0
factory_peterborough_saturday,1,AndrewScheer,1,10242.0
factory_peterborough,1,AndrewScheer,1,26459.0
factors_reducing_gender,1,theJagmeetSingh,1,19338.0
factors_reducing,1,theJagmeetSingh,1,32291.0
factories_waters_vote,1,ElizabethMay,1,5853.0
factories_waters,1,ElizabethMay,1,20146.0
fact_parents_farmers,1,theJagmeetSingh,1,18208.0
fact_parents,1,theJagmeetSingh,1,35896.0
fact_nobody_denies,1,MaximeBernier,1,11027.0
fact_nobody,1,MaximeBernier,1,34688.0
fact_living_tent,1,theJagmeetSingh,1,19145.0
fact_living,1,theJagmeetSingh,1,32479.0
fact_check_scheer,1,JustinTrudeau,1,31071.0
fact_check_first,1,JustinTrudeau,1,30157.0
facing_polls_election,1,ElizabethMay,1,16629.0
facing_polls,1,ElizabethMay,1,22051.0
facing_layoffs_oshawa,1,theJagmeetSingh,1,17960.0
facing_layoffs,1,theJagmeetSingh,1,35532.0
facing_chemo_advance,1,JustinTrudeau,1,32274.0
facing_chemo,1,JustinTrudeau,1,25605.0
faces_fun_farmers,1,theJagmeetSingh,1,18020.0
faces_fun,1,theJagmeetSingh,1,35516.0
faces_different_stories,1,MaximeBernier,1,12750.0
faces_different,1,MaximeBernier,1,36280.0
faced_first_people,1,theJagmeetSingh,1,18966.0
faced_first,1,theJagmeetSingh,1,32336.0
faced_elxn43_today,1,theJagmeetSingh,1,18461.0
faced_elxn43,1,theJagmeetSingh,1,32596.0
facebook_premiere_forwardtv,1,JustinTrudeau,1,31124.0
facebook_premiere,1,JustinTrudeau,1,23762.0
facebook_page_cpc,1,MaximeBernier,1,13930.0
facebook_page,1,MaximeBernier,1,29135.0
facebook_chooseforward_last,1,JustinTrudeau,1,7925.0
facebook_chooseforward,1,JustinTrudeau,1,24715.0
facebook_7_pm,1,JustinTrudeau,1,7872.0
facebook_7,1,JustinTrudeau,1,24759.0
faceafaetva_elxn43_andrew,1,theJagmeetSingh,1,19390.0
faceafaetva_elxn43,1,theJagmeetSingh,1,32362.0
faceafacetva_yvesfranois_blanchet,1,JustinTrudeau,1,30856.0
faceafacetva_yvesfranois,1,JustinTrudeau,1,24633.0
faceafacetva_unlike_conservatives,1,JustinTrudeau,1,30821.0
faceafacetva_unlike,1,JustinTrudeau,1,24590.0
faceafacetva_top_priorities,1,JustinTrudeau,1,7741.0
faceafacetva_top,1,JustinTrudeau,1,24516.0
faceafacetva_liberal_government,1,JustinTrudeau,1,30829.0
faceafacetva_liberal,1,JustinTrudeau,1,24596.0
faceafacetva_justintrudeau_many,1,JustinTrudeau,1,7759.0
faceafacetva_justintrudeau_liberals,1,JustinTrudeau,1,30843.0
faceafacetva_debate_starts,1,JustinTrudeau,1,7797.0
faceafacetva_debate,1,JustinTrudeau,1,24524.0
faceafacetva_andrew_scheer,1,JustinTrudeau,1,7744.0
faceafacetva_andrew,1,JustinTrudeau,1,24533.0
face_threats_violence,1,theJagmeetSingh,1,15758.0
face_threats,1,theJagmeetSingh,1,34355.0
face_ill_victoria,1,theJagmeetSingh,1,17520.0
face_ill,1,theJagmeetSingh,1,33137.0
face_housingcrisiswell_build,1,theJagmeetSingh,1,19139.0
face_housingcrisiswell,1,theJagmeetSingh,1,32473.0
face_foreign_actors,1,AndrewScheer,1,3069.0
face_foreign,1,AndrewScheer,1,19525.0
face_arrest_kindermorgan,1,ElizabethMay,1,4608.0
face_arrest,1,ElizabethMay,1,22748.0
face_adversity_please,1,theJagmeetSingh,1,15984.0
face_adversity,1,theJagmeetSingh,1,34255.0
fabricate_story_manipulate,1,MaximeBernier,1,12559.0
fabricate_story,1,MaximeBernier,1,36091.0
ezralevant_radical_climate,1,MaximeBernier,1,10858.0
ezralevant_radical,1,MaximeBernier,1,35251.0
eyes_socalled_antihate,1,MaximeBernier,1,14735.0
eyes_socalled,1,MaximeBernier,1,29939.0
eyes_prize_prize,1,theJagmeetSingh,1,19198.0
eyes_prize,1,theJagmeetSingh,1,32733.0
eye_great_heart,1,ElizabethMay,1,16866.0
eye_great,1,ElizabethMay,1,22331.0
extremists_talk_need,1,MaximeBernier,1,12488.0
extremists_talk,1,MaximeBernier,1,34923.0
extremist_far_left,1,MaximeBernier,1,14386.0
extremist_far,1,MaximeBernier,1,29169.0
extremist_apologized_honouring,1,AndrewScheer,1,9327.0
extremist_apologized,1,AndrewScheer,1,20901.0
extremes_everything_except,1,MaximeBernier,1,13059.0
extremes_everything,1,MaximeBernier,1,28047.0
extremely_concerning_senior,1,AndrewScheer,1,3055.0
extremely_concerning,1,AndrewScheer,1,19506.0
extreme_multiculturalism_see,1,MaximeBernier,1,13126.0
extreme_multiculturalism,1,MaximeBernier,1,28280.0
extraordinary_day_st,1,ElizabethMay,1,17049.0
extraordinary_day,1,ElizabethMay,1,22468.0
extraordinarily_efficient_team,1,MaximeBernier,1,11763.0
extraordinarily_efficient,1,MaximeBernier,1,36561.0
extra_special_elxn43,1,theJagmeetSingh,1,18201.0
extra_special,1,theJagmeetSingh,1,35990.0
extra_7000_average,1,JustinTrudeau,1,6864.0
extra_7000,1,JustinTrudeau,1,27180.0
extinguish_censorship_slanders,1,MaximeBernier,1,13051.0
extinguish_censorship,1,MaximeBernier,1,28039.0
extent_today_political,1,MaximeBernier,1,12893.0
extent_today,1,MaximeBernier,1,28430.0
extension_time_get,1,AndrewScheer,1,10221.0
extension_time,1,AndrewScheer,1,26830.0
extension_thanks_markham,1,AndrewScheer,1,10130.0
extension_thanks,1,AndrewScheer,1,26903.0
extension_gta_reduce,1,AndrewScheer,1,10323.0
extension_gta,1,AndrewScheer,1,26854.0
extend_warmest_wishes,1,AndrewScheer,1,10313.0
extend_warmest,1,AndrewScheer,1,26850.0
expression_rising_threats,1,MaximeBernier,1,14112.0
expression_rising,1,MaximeBernier,1,29602.0
expression_increasingly_threat,1,MaximeBernier,1,15005.0
expression_increasingly_attack,1,MaximeBernier,1,11649.0
expression_attack_canada,1,MaximeBernier,1,14427.0
expression_attack,1,MaximeBernier,1,29533.0
expressed_stage_still,1,theJagmeetSingh,1,17897.0
expressed_stage,1,theJagmeetSingh,1,35909.0
express_wishes_donald,1,AndrewScheer,1,3241.0
express_wishes,1,AndrewScheer,1,19849.0
express_love_gratitude,1,ElizabethMay,1,4755.0
express_love,1,ElizabethMay,1,23195.0
express_day_today,1,ElizabethMay,1,6065.0
express_day,1,ElizabethMay,1,20086.0
export_products_bring,1,MaximeBernier,1,14527.0
export_products,1,MaximeBernier,1,29613.0
exploring_digital_currency,1,MaximeBernier,1,12298.0
exploring_digital,1,MaximeBernier,1,34737.0
explore_parks_president,1,JustinTrudeau,1,8333.0
explore_parks,1,JustinTrudeau,1,24413.0
explore_options_replace,1,MaximeBernier,1,13091.0
explore_options,1,MaximeBernier,1,28335.0
exploration_theres_doubt,1,JustinTrudeau,1,30752.0
exploration_theres,1,JustinTrudeau,1,23935.0
exploration_anticosti_island,1,JustinTrudeau,1,30846.0
exploration_anticosti,1,JustinTrudeau,1,24623.0
exploiting_every_supposed,1,MaximeBernier,1,11406.0
exploiting_every,1,MaximeBernier,1,29412.0
exploit_canadians_generosity,1,MaximeBernier,1,11422.0
exploit_canadians,1,MaximeBernier,1,29428.0
explode_bad_economics,1,MaximeBernier,1,14334.0
explode_bad,1,MaximeBernier,1,29146.0
explains_poor_countries,1,MaximeBernier,1,14279.0
explains_poor,1,MaximeBernier,1,29370.0
explaining_voting_green,1,ElizabethMay,1,6139.0
explaining_voting,1,ElizabethMay,1,20405.0
explain_every_beauce,1,MaximeBernier,1,12388.0
explain_every,1,MaximeBernier,1,34810.0
experts_agree_best,1,JustinTrudeau,1,31449.0
experts_agree,1,JustinTrudeau,1,24991.0
experiences_racism_say,1,theJagmeetSingh,1,18068.0
experiences_racism,1,theJagmeetSingh,1,35834.0
experienced_daily_basis,1,ElizabethMay,1,5448.0
experienced_daily,1,ElizabethMay,1,20483.0
experience_liberals_deal,1,MaximeBernier,1,12607.0
experience_liberals,1,MaximeBernier,1,36139.0
experience_going_expand,1,JustinTrudeau,1,8285.0
experience_going,1,JustinTrudeau,1,24400.0
experience_continue_tour,1,MaximeBernier,1,13919.0
experience_continue,1,MaximeBernier,1,29291.0
experience_canada_help,1,JustinTrudeau,1,8273.0
experience_canada,1,JustinTrudeau,1,24388.0
experience_andrewscheer_waiter,1,MaximeBernier,1,14005.0
experience_andrewscheer,1,MaximeBernier,1,29134.0
expensive_weve_working,1,JustinTrudeau,1,6409.0
expensive_weve,1,JustinTrudeau,1,27825.0
expensive_want_put,1,AndrewScheer,1,3576.0
expensive_want,1,AndrewScheer,1,21250.0
expensive_time_get,1,AndrewScheer,1,5645.0
expensive_time,1,AndrewScheer,1,19686.0
expensive_thats_well,1,JustinTrudeau,1,8161.0
expensive_thats,1,JustinTrudeau,1,27338.0
expensive_raise_healthy,1,AndrewScheer,1,3475.0
expensive_raise,1,AndrewScheer,1,19791.0
expensive_plan_make,1,AndrewScheer,1,3269.0
expensive_plan,1,AndrewScheer,1,19692.0
expensive_people_working,1,AndrewScheer,1,2966.0
expensive_people_like,1,AndrewScheer,1,3900.0
expensive_parents_falling,1,AndrewScheer,1,9020.0
expensive_parents,1,AndrewScheer,1,20698.0
expensive_many_canadians,1,JustinTrudeau,1,30249.0
expensive_many,1,JustinTrudeau,1,24085.0
expensive_know_govt,1,AndrewScheer,1,3842.0
expensive_know,1,AndrewScheer,1,21525.0
expensive_get_worse,1,AndrewScheer,1,9898.0
expensive_get,1,AndrewScheer,1,26239.0
expensive_ever_top,1,AndrewScheer,1,4010.0
expensive_ever,1,AndrewScheer,1,19763.0
expensive_especially_first,1,JustinTrudeau,1,6857.0
expensive_especially,1,JustinTrudeau,1,27175.0
expensive_enough_prime,1,AndrewScheer,1,3355.0
expensive_enough,1,AndrewScheer,1,21202.0
expensive_canadians_falling,1,AndrewScheer,1,9249.0
expensive_canadians,1,AndrewScheer,1,20645.0
expects_160000_new,1,JustinTrudeau,1,30914.0
expects_160000,1,JustinTrudeau,1,24610.0
expected_underpromise_break,1,theJagmeetSingh,1,18940.0
expected_underpromise,1,theJagmeetSingh,1,32536.0
expected_better_ndp,1,ElizabethMay,1,4985.0
expected_better,1,ElizabethMay,1,23658.0
expect_government_thats,1,JustinTrudeau,1,30273.0
expect_government,1,JustinTrudeau,1,24058.0
expanding_health_care,1,theJagmeetSingh,1,11708.0
expanding_health,1,theJagmeetSingh,1,36509.0
expanding_abortion_access,1,theJagmeetSingh,1,18815.0
expanding_abortion,1,theJagmeetSingh,1,33934.0
expand_universal_system,1,theJagmeetSingh,1,18273.0
expand_universal_health,1,theJagmeetSingh,1,17286.0
expand_learn_camp,1,JustinTrudeau,1,8283.0
expand_learn,1,JustinTrudeau,1,24397.0
expand_health_care,1,theJagmeetSingh,1,12148.0
expand_health,1,theJagmeetSingh,1,36423.0
expand_firsttime_home,1,JustinTrudeau,1,7252.0
expand_firsttime,1,JustinTrudeau,1,27924.0
exln43_know_national,1,ElizabethMay,1,4501.0
exln43_know,1,ElizabethMay,1,23125.0
exln2019_validating_friendship,1,theJagmeetSingh,1,12052.0
exln2019_validating,1,theJagmeetSingh,1,35728.0
exln2019_time_somebody,1,theJagmeetSingh,1,11988.0
exln2019_time,1,theJagmeetSingh,1,35713.0
exists_year_ago,1,MaximeBernier,1,13586.0
exists_year,1,MaximeBernier,1,28614.0
existing_inherent_rights,1,ElizabethMay,1,4908.0
existing_inherent,1,ElizabethMay,1,23419.0
existential_fight_time,1,theJagmeetSingh,1,19027.0
existential_fight,1,theJagmeetSingh,1,33165.0
executives_return_money,1,AndrewScheer,1,3600.0
executives_return,1,AndrewScheer,1,21079.0
executives_put_back,1,AndrewScheer,1,3590.0
executives_put,1,AndrewScheer,1,21086.0
execs_may_hand,1,JustinTrudeau,1,30408.0
execs_may,1,JustinTrudeau,1,25541.0
excuse_accept_none,1,theJagmeetSingh,1,19264.0
excuse_accept,1,theJagmeetSingh,1,32787.0
exclusively_emergency_humanitarian,1,MaximeBernier,1,14235.0
exclusively_emergency,1,MaximeBernier,1,29577.0
exclusive_middle_seat,1,ElizabethMay,1,4708.0
exclusive_middle,1,ElizabethMay,1,23218.0
exclusion_gpc_scheer,1,ElizabethMay,1,16611.0
exclusion_gpc,1,ElizabethMay,1,22095.0
excluding_green_voice,1,ElizabethMay,1,16431.0
excluding_green,1,ElizabethMay,1,22060.0
exciting_see_lightening,1,ElizabethMay,1,16656.0
exciting_see,1,ElizabethMay,1,22081.0
exciting_milestone_comes,1,AndrewScheer,1,5571.0
exciting_milestone,1,AndrewScheer,1,19641.0
exciting_elxn2019_candidates,1,theJagmeetSingh,1,17457.0
exciting_elxn2019,1,theJagmeetSingh,1,32861.0
exciting_campaign_watch,1,JustinTrudeau,1,6485.0
exciting_campaign,1,JustinTrudeau,1,27936.0
excitement_richmond_hill,1,AndrewScheer,1,7067.0
excitement_richmond,1,AndrewScheer,1,26191.0
excitement_air_tomorrow,1,AndrewScheer,1,6993.0
excitement_air,1,AndrewScheer,1,27677.0
excited_welcome_ric,1,theJagmeetSingh,1,17881.0
excited_welcome,1,theJagmeetSingh,1,35932.0
excited_uprisingh_elxn43,1,theJagmeetSingh,1,15279.0
excited_uprisingh,1,theJagmeetSingh,1,33444.0
excited_ecogai_gord,1,ElizabethMay,1,15373.0
excited_ecogai,1,ElizabethMay,1,22358.0
excited_demanding_betterdreaming,1,theJagmeetSingh,1,16038.0
excited_demanding,1,theJagmeetSingh,1,34238.0
excited_chooseforward_tuesday,1,JustinTrudeau,1,7931.0
excited_chooseforward,1,JustinTrudeau,1,24754.0
excited_build_record,1,theJagmeetSingh,1,17252.0
excited_build,1,theJagmeetSingh,1,32829.0
exception_joined_last,1,AndrewScheer,1,9190.0
exception_joined,1,AndrewScheer,1,20676.0
except_wear_highvis,1,AndrewScheer,1,9748.0
except_wear,1,AndrewScheer,1,25864.0
except_peoplespca_course,1,MaximeBernier,1,13776.0
except_peoplespca,1,MaximeBernier,1,28852.0
except_may_willing,1,MaximeBernier,1,10874.0
except_may,1,MaximeBernier,1,34624.0
except_ideas_policies,1,MaximeBernier,1,13057.0
except_ideas,1,MaximeBernier,1,28045.0
except_53_billion,1,JustinTrudeau,1,28725.0
except_53,1,JustinTrudeau,1,25076.0
except_1_chooseforward,1,JustinTrudeau,1,28688.0
except_1,1,JustinTrudeau,1,25158.0
excellent_thing_every,1,ElizabethMay,1,16385.0
excellent_thing,1,ElizabethMay,1,21782.0
excellent_analysis_fighting,1,ElizabethMay,1,16544.0
excellent_analysis,1,ElizabethMay,1,22004.0
exceed_loss_government,1,MaximeBernier,1,11451.0
exceed_loss,1,MaximeBernier,1,35374.0
exams_students_enough,1,JustinTrudeau,1,31807.0
exams_students,1,JustinTrudeau,1,25777.0
example_pride_solidarity,1,AndrewScheer,1,3175.0
example_pride,1,AndrewScheer,1,21380.0
exactly_todays_announcement,1,JustinTrudeau,1,8125.0
exactly_todays,1,JustinTrudeau,1,27024.0
exactly_new_conservative,1,AndrewScheer,1,4061.0
exactly_new,1,AndrewScheer,1,21436.0
exactly_last_night,1,JustinTrudeau,1,6432.0
exactly_last,1,JustinTrudeau,1,27103.0
exactly_kind_hypocrisy,1,MaximeBernier,1,12907.0
exactly_kind,1,MaximeBernier,1,28413.0
exactly_ive_hearing,1,AndrewScheer,1,2955.0
exactly_ive,1,AndrewScheer,1,19955.0
evs_thanks_much,1,ElizabethMay,1,16709.0
evs_thanks,1,ElizabethMay,1,22231.0
evil_chapter_history,1,theJagmeetSingh,1,18971.0
evil_chapter,1,theJagmeetSingh,1,32341.0
evidence_immigration_system,1,MaximeBernier,1,13641.0
evidence_immigration,1,MaximeBernier,1,28264.0
evidence_fakery_hypocrisy,1,MaximeBernier,1,13214.0
evidence_fakery,1,MaximeBernier,1,28361.0
everywhere_thank_making,1,MaximeBernier,1,13443.0
everywhere_thank,1,MaximeBernier,1,29060.0
everywhere_tell_trudeau,1,AndrewScheer,1,9611.0
everywhere_tell,1,AndrewScheer,1,26292.0
everywhere_gpc_elxn43,1,ElizabethMay,1,5358.0
everywhere_gpc,1,ElizabethMay,1,20347.0
everywhere_go_want,1,AndrewScheer,1,9027.0
everywhere_go_canadians,1,MaximeBernier,1,14576.0
everywhere_endpoverty_lets,1,JustinTrudeau,1,31438.0
everywhere_endpoverty,1,JustinTrudeau,1,24829.0
everywhere_deepest_sympathy,1,ElizabethMay,1,15530.0
everywhere_deepest,1,ElizabethMay,1,33744.0
everything_youve_done,1,JustinTrudeau,1,31230.0
everything_youve,1,JustinTrudeau,1,24802.0
everything_youre_thank,1,JustinTrudeau,1,31226.0
everything_youre,1,JustinTrudeau,1,24784.0
everything_together_elxn43,1,theJagmeetSingh,1,15928.0
everything_together,1,theJagmeetSingh,1,33414.0
everything_mfad_twsfoundationca,1,AndrewScheer,1,3509.0
everything_mfad,1,AndrewScheer,1,21159.0
everything_make_sure,1,theJagmeetSingh,1,15132.0
everything_make,1,theJagmeetSingh,1,33879.0
everything_line_protestfight,1,theJagmeetSingh,1,15844.0
everything_line,1,theJagmeetSingh,1,33560.0
everything_including_groceries,1,AndrewScheer,1,9343.0
everything_including,1,AndrewScheer,1,21030.0
everything_help_people,1,theJagmeetSingh,1,15802.0
everything_help,1,theJagmeetSingh,1,34369.0
everything_getting_worse,1,MaximeBernier,1,13141.0
everything_getting,1,MaximeBernier,1,28294.0
everything_except_ideas,1,MaximeBernier,1,13058.0
everything_except,1,MaximeBernier,1,28046.0
everything_elxn43_cdnpoli,1,theJagmeetSingh,1,16050.0
everything_elxn43,1,theJagmeetSingh,1,33508.0
everything_else_hes,1,AndrewScheer,1,8807.0
everything_else,1,AndrewScheer,1,26498.0
everything_debate_issues,1,MaximeBernier,1,11953.0
everything_debate,1,MaximeBernier,1,36489.0
everything_camping_solar,1,MaximeBernier,1,11300.0
everything_camping,1,MaximeBernier,1,29442.0
everything_brings_us,1,JustinTrudeau,1,6603.0
everything_brings,1,JustinTrudeau,1,27107.0
everyones_eyes_socalled,1,MaximeBernier,1,14736.0
everyones_eyes,1,MaximeBernier,1,30042.0
everyone_yesterday_afternoon,1,AndrewScheer,1,7039.0
everyone_yesterday,1,AndrewScheer,1,26194.0
everyone_would_benefit,1,MaximeBernier,1,11531.0
everyone_would,1,MaximeBernier,1,35472.0
everyone_work_committed,1,ElizabethMay,1,5157.0
everyone_work,1,ElizabethMay,1,23307.0
everyone_white_supremacists,1,MaximeBernier,1,12839.0
everyone_white,1,MaximeBernier,1,28098.0
everyone_vote_green,1,ElizabethMay,1,4516.0
everyone_vote,1,ElizabethMay,1,23126.0
everyone_trust_money,1,MaximeBernier,1,11093.0
everyone_trust,1,MaximeBernier,1,34479.0
everyone_tax_cut,1,AndrewScheer,1,4095.0
everyone_tax,1,AndrewScheer,1,19796.0
everyone_racist_censor,1,MaximeBernier,1,12424.0
everyone_racist,1,MaximeBernier,1,34934.0
everyone_quebec_atlantic,1,JustinTrudeau,1,31271.0
everyone_quebec,1,JustinTrudeau,1,24817.0
everyone_pei_nova,1,AndrewScheer,1,3207.0
everyone_pei,1,AndrewScheer,1,19891.0
everyone_observing_yom,1,JustinTrudeau,1,30217.0
everyone_observing,1,JustinTrudeau,1,24079.0
everyone_nothings_important,1,JustinTrudeau,1,8167.0
everyone_nothings,1,JustinTrudeau,1,27342.0
everyone_nominated_youre,1,JustinTrudeau,1,6350.0
everyone_nominated,1,JustinTrudeau,1,27844.0
everyone_manitoba_still,1,JustinTrudeau,1,32177.0
everyone_manitoba,1,JustinTrudeau,1,25649.0
everyone_joined_us,1,AndrewScheer,1,9616.0
everyone_joined,1,AndrewScheer,1,26295.0
everyone_japan_whos,1,JustinTrudeau,1,31843.0
everyone_japan,1,JustinTrudeau,1,25795.0
everyone_im_one,1,MaximeBernier,1,11109.0
everyone_im_making,1,JustinTrudeau,1,7378.0
everyone_happy_thanksgiving,1,JustinTrudeau,1,31767.0
everyone_happy,1,JustinTrudeau,1,25731.0
everyone_ground_working,1,AndrewScheer,1,3309.0
everyone_ground,1,AndrewScheer,1,19879.0
everyone_get_ahead,1,AndrewScheer,1,9134.0
everyone_get,1,AndrewScheer,1,20756.0
everyone_find_part,1,theJagmeetSingh,1,17514.0
everyone_find,1,theJagmeetSingh,1,33131.0
everyone_fair_shot,1,JustinTrudeau,1,32111.0
everyone_fair,1,JustinTrudeau,1,24940.0
everyone_except_1,1,JustinTrudeau,1,28689.0
everyone_except,1,JustinTrudeau,1,25159.0
everyone_elxn43_one,1,theJagmeetSingh,1,17812.0
everyone_elxn43,1,theJagmeetSingh,1,35570.0
everyone_else_going,1,theJagmeetSingh,1,18604.0
everyone_else_especially,1,MaximeBernier,1,12917.0
everyone_elected_yesterday,1,JustinTrudeau,1,7693.0
everyone_elected,1,JustinTrudeau,1,24560.0
everyone_couple_earning,1,AndrewScheer,1,3773.0
everyone_couple,1,AndrewScheer,1,19736.0
everyone_climate_crisis,1,JustinTrudeau,1,8342.0
everyone_climate,1,JustinTrudeau,1,27254.0
everyone_chooseforward_kids,1,JustinTrudeau,1,30459.0
everyone_chooseforward_experts,1,JustinTrudeau,1,31451.0
everyone_chooseforward_debate,1,JustinTrudeau,1,30414.0
everyone_chooseforward_conservatives,1,JustinTrudeau,1,8392.0
everyone_celebrating_next,1,AndrewScheer,1,6916.0
everyone_celebrating_midautumn,1,JustinTrudeau,1,7211.0
everyone_celebrating_joyous,1,JustinTrudeau,1,7427.0
everyone_celebrating_family,1,AndrewScheer,1,10457.0
everyone_candidate_waterloo,1,MaximeBernier,1,13490.0
everyone_candidate,1,MaximeBernier,1,29042.0
everyone_canadians_discovered,1,AndrewScheer,1,8826.0
everyone_canadians,1,AndrewScheer,1,26514.0
everyone_canadian_whatever,1,MaximeBernier,1,13320.0
everyone_canadian,1,MaximeBernier,1,28269.0
everyone_came_show,1,AndrewScheer,1,8654.0
everyone_came,1,AndrewScheer,1,20990.0
everyone_according_ethnicity,1,MaximeBernier,1,13571.0
everyone_according,1,MaximeBernier,1,28606.0
everyone_850_pockets,1,AndrewScheer,1,4103.0
everyone_850,1,AndrewScheer,1,19705.0
everyday_people_thats,1,theJagmeetSingh,1,17232.0
everyday_people_standing,1,theJagmeetSingh,1,12100.0
everyday_people_instead,1,theJagmeetSingh,1,19362.0
everyday_people_elxn43,1,theJagmeetSingh,1,17543.0
everyday_people_deserve,1,theJagmeetSingh,1,11801.0
everyday_essentials_getting,1,JustinTrudeau,1,30252.0
everyday_essentials_expensive,1,AndrewScheer,1,3274.0
everychildmatters_felt_good,1,AndrewScheer,1,8630.0
everychildmatters_felt,1,AndrewScheer,1,20822.0
everybody_joined_us,1,theJagmeetSingh,1,17892.0
everybody_joined,1,theJagmeetSingh,1,35917.0
everybody_else_next,1,theJagmeetSingh,1,11775.0
everybody_else_leadersdebate2019,1,JustinTrudeau,1,30260.0
everybody_else_justintrudeau,1,JustinTrudeau,1,31073.0
everybody_coming_today,1,theJagmeetSingh,1,15255.0
everybody_coming,1,theJagmeetSingh,1,33421.0
every_young_person,1,theJagmeetSingh,1,18125.0
every_young,1,theJagmeetSingh,1,35849.0
every_year_waterways,1,MaximeBernier,1,10688.0
every_year_thats,1,AndrewScheer,1,3760.0
every_supposed_global,1,MaximeBernier,1,11405.0
every_supposed,1,MaximeBernier,1,29411.0
every_single_vote,1,JustinTrudeau,1,31825.0
every_single_day,1,JustinTrudeau,1,7977.0
every_rally_become,1,theJagmeetSingh,1,15068.0
every_rally,1,theJagmeetSingh,1,33763.0
every_province_needs,1,JustinTrudeau,1,30435.0
every_province,1,JustinTrudeau,1,25549.0
every_parent_new,1,JustinTrudeau,1,6709.0
every_parent,1,JustinTrudeau,1,26930.0
every_opportunity_help,1,theJagmeetSingh,1,17599.0
every_opportunity,1,theJagmeetSingh,1,33086.0
every_hurricane_flood,1,MaximeBernier,1,13295.0
every_hurricane,1,MaximeBernier,1,28317.0
every_home_multiple,1,ElizabethMay,1,6322.0
every_home,1,ElizabethMay,1,20002.0
every_girl_canada,1,AndrewScheer,1,10581.0
every_girl,1,AndrewScheer,1,26784.0
every_election_believe,1,theJagmeetSingh,1,15821.0
every_election,1,theJagmeetSingh,1,34396.0
every_dollar_invested,1,JustinTrudeau,1,30521.0
every_dollar,1,JustinTrudeau,1,25360.0
every_day_time,1,AndrewScheer,1,10346.0
every_day_since,1,MaximeBernier,1,14974.0
every_day_recognize,1,JustinTrudeau,1,6689.0
every_day_parties,1,MaximeBernier,1,10989.0
every_day_might,1,ElizabethMay,1,16383.0
every_day_keep,1,JustinTrudeau,1,30699.0
every_day_families,1,JustinTrudeau,1,6355.0
every_day_chooseforward,1,JustinTrudeau,1,31782.0
every_day_candidates,1,MaximeBernier,1,13441.0
every_day_canadians,1,theJagmeetSingh,1,11811.0
every_community_inspires,1,theJagmeetSingh,1,19080.0
every_community,1,theJagmeetSingh,1,32455.0
every_child_matters,1,JustinTrudeau,1,7840.0
every_child,1,JustinTrudeau,1,24343.0
every_canadians_deserves,1,AndrewScheer,1,8676.0
every_canadians,1,AndrewScheer,1,20789.0
every_canadian_today,1,AndrewScheer,1,3862.0
every_canadian_save,1,MaximeBernier,1,11534.0
every_canadian_learn,1,AndrewScheer,1,3368.0
every_canadian_feels,1,JustinTrudeau,1,30590.0
every_canadian_deserves,1,AndrewScheer,1,8750.0
