created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,retweet_count,source,urls,user,user_mentions,quoted_status,quoted_status_id,quoted_status_id_str,date_time,date,date_week,handle,clean_tweet,break_tweet,polarity,subjectivity,about_trudeau,about_scheer,about_may,about_singh,about_bernier
Mon Sep 30 20:55:38 +0000 2019,240,"We have a plan that supports Canadians with a disability, a plan to lower your taxes and leave more money in your pockets, so you can manage your health needs. https://t.co/N6cBOYADmr https://t.co/TBwX56nEVT",[],1178775435020312576,1178775435020312576,en,"[{'display_url': 'pic.twitter.com/TBwX56nEVT', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178775435020312576/photo/1', 'id': 1178775379898699776, 'media_url': 'http://pbs.twimg.com/media/EFvZ9mzWkAAIcAL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFvZ9mzWkAAIcAL.jpg', 'sizes': {'small': {'w': 680, 'h': 389, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 686, 'resize': 'fit'}, 'large': {'w': 1960, 'h': 1120, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/TBwX56nEVT'}]",94,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.conservative.ca/andrew-scheer-to-expand-eligibility-criteria-to-access-disability-tax-credit/', 'url': 'https://t.co/N6cBOYADmr'}]","{'id': 256360738, 'id_str': '256360738'}",[],,,,2019-09-30 20:55:38+00:00,2019-09-30,2019-09-30,AndrewScheer,plan supports canadians disability plan lower taxes leave money pockets manage health needs,"We have a plan that supports Canadians with a disability, a <br>plan to lower your taxes and leave more money in your pocket<br>s, so you can manage your health needs. https://t.co/N6cBOYA<br>Dmr https://t.co/TBwX56nEV<br>",0.0,0.0,False,False,False,False,False
Mon Sep 30 18:53:08 +0000 2019,359,"On Orange Shirt Day, we recognize the multi-generational damage done by residential schools, honour the victims, and reflect on what we can still do to right those wrongs because #EveryChildMatters. https://t.co/Ez5Ecw6Wzb",[{'text': 'EveryChildMatters'}],1178744602960056320,1178744602960056320,en,"[{'display_url': 'pic.twitter.com/Ez5Ecw6Wzb', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178744602960056320/photo/1', 'id': 1178744565597167616, 'media_url': 'http://pbs.twimg.com/media/EFu97-lXYAAI615.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFu97-lXYAAI615.jpg', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/Ez5Ecw6Wzb'}]",136,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,2019-09-30 18:53:08+00:00,2019-09-30,2019-09-30,AndrewScheer,orange shirt day recognize multigenerational damage done residential schools honour victims reflect still right wrongs everychildmatters,"On Orange Shirt Day, we recognize the multi-generational dam<br>age done by residential schools, honour the victims, and ref<br>lect on what we can still do to right those wrongs because #<br>EveryChildMatters. https://t.co/Ez5Ecw6Wz<br>",0.2857142857142857,0.5357142857142857,False,False,False,False,False
Mon Sep 30 18:37:19 +0000 2019,525,"It felt so good to be back in Saskatchewan! A Conservative government will support our energy sector, stand up for our agricultural producers, and help all Canadians #GetAhead. https://t.co/nZIkmtT2DE",[{'text': 'GetAhead'}],1178740626386497537,1178740626386497537,en,"[{'display_url': 'pic.twitter.com/nZIkmtT2DE', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178740626386497537/photo/1', 'id': 1178739218446737408, 'media_url': 'http://pbs.twimg.com/media/EFu5Eu5W4AA6h8n.png', 'media_url_https': 'https://pbs.twimg.com/media/EFu5Eu5W4AA6h8n.png', 'sizes': {'small': {'w': 654, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 862, 'h': 896, 'resize': 'fit'}, 'large': {'w': 862, 'h': 896, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'type': 'photo', 'url': 'https://t.co/nZIkmtT2DE'}]",137,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,2019-09-30 18:37:19+00:00,2019-09-30,2019-09-30,AndrewScheer,felt good back saskatchewan conservative government support energy sector stand agricultural producers help canadians getahead,"It felt so good to be back in Saskatchewan! A Conservative g<br>overnment will support our energy sector, stand up for our a<br>gricultural producers, and help all Canadians #GetAhead. htt<br>ps://t.co/nZIkmtT2D<br>",0.35,0.30000000000000004,False,False,False,False,False
Mon Sep 30 18:21:17 +0000 2019,372,Conservatives across the country are working hard to help YOU get ahead! I was in Edmonton with Premier @jkenney on Saturday supporting our Conservative candidate @CummingK. James is working to help you keep more money in your pockets. https://t.co/bbNn7TomS9,[],1178736588450385921,1178736588450385921,en,"[{'display_url': 'pic.twitter.com/bbNn7TomS9', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178736588450385921/photo/1', 'id': 1178736579487178760, 'media_url': 'http://pbs.twimg.com/media/EFu2rIAXoAgjSE7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFu2rIAXoAgjSE7.jpg', 'sizes': {'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/bbNn7TomS9'}, {'display_url': 'pic.twitter.com/bbNn7TomS9', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178736588450385921/photo/1', 'id': 1178736579864604672, 'media_url': 'http://pbs.twimg.com/media/EFu2rJaWsAA-BrW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFu2rJaWsAA-BrW.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/bbNn7TomS9'}, {'display_url': 'pic.twitter.com/bbNn7TomS9', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178736588450385921/photo/1', 'id': 1178736581726867456, 'media_url': 'http://pbs.twimg.com/media/EFu2rQWWkAAqf6K.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFu2rQWWkAAqf6K.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/bbNn7TomS9'}, {'display_url': 'pic.twitter.com/bbNn7TomS9', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178736588450385921/photo/1', 'id': 1178736581731115008, 'media_url': 'http://pbs.twimg.com/media/EFu2rQXXYAAMrhK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFu2rQXXYAAMrhK.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/bbNn7TomS9'}]",123,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 21525682, 'id_str': '21525682', 'name': 'Jason Kenney', 'screen_name': 'jkenney'}, {'id': 1092278966, 'id_str': '1092278966', 'name': 'James Cumming', 'screen_name': 'CummingK'}]",,,,2019-09-30 18:21:17+00:00,2019-09-30,2019-09-30,AndrewScheer,conservatives across country working hard help get ahead edmonton premier jkenney saturday supporting conservative candidate cummingk james working help keep money pockets,Conservatives across the country are working hard to help YO<br>U get ahead! I was in Edmonton with Premier @jkenney on Satu<br>rday supporting our Conservative candidate @CummingK. James <br>is working to help you keep more money in your pockets. http<br>s://t.co/bbNn7TomS<br>,-0.020833333333333343,0.3958333333333333,False,False,False,False,False
Mon Sep 30 16:23:35 +0000 2019,378,"Nothing compares to being back home in Saskatchewan! On Saturday, I was in Saskatoon with @BradRedekopp, and we were spreading the word about our plan to help YOU get ahead. Thanks to everyone who came out to show their support! https://t.co/wRorPNATDK",[],1178706970389471232,1178706970389471232,en,"[{'display_url': 'pic.twitter.com/wRorPNATDK', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178706970389471232/photo/1', 'id': 1178705755312132096, 'media_url': 'http://pbs.twimg.com/media/EFuao7AWkAAJJxu.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFuao7AWkAAJJxu.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1500, 'h': 1000, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/wRorPNATDK'}, {'display_url': 'pic.twitter.com/wRorPNATDK', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178706970389471232/photo/1', 'id': 1178705755362545665, 'media_url': 'http://pbs.twimg.com/media/EFuao7MX0AE25ni.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFuao7MX0AE25ni.jpg', 'sizes': {'large': {'w': 1500, 'h': 1000, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/wRorPNATDK'}, {'display_url': 'pic.twitter.com/wRorPNATDK', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178706970389471232/photo/1', 'id': 1178705755316391936, 'media_url': 'http://pbs.twimg.com/media/EFuao7BXkAAivRE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFuao7BXkAAivRE.jpg', 'sizes': {'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1500, 'h': 1000, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/wRorPNATDK'}, {'display_url': 'pic.twitter.com/wRorPNATDK', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178706970389471232/photo/1', 'id': 1178705755324723202, 'media_url': 'http://pbs.twimg.com/media/EFuao7DWsAI-_XM.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFuao7DWsAI-_XM.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 1500, 'h': 1000, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/wRorPNATDK'}]",111,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 955157569894404096, 'id_str': '955157569894404096', 'name': 'Brad Redekopp', 'screen_name': 'BradRedekopp'}]",,,,2019-09-30 16:23:35+00:00,2019-09-30,2019-09-30,AndrewScheer,nothing compares back home saskatchewan saturday saskatoon bradredekopp spreading word plan help get ahead thanks everyone came show support,"Nothing compares to being back home in Saskatchewan! On Satu<br>rday, I was in Saskatoon with @BradRedekopp, and we were spr<br>eading the word about our plan to help YOU get ahead. Thanks<br> to everyone who came out to show their support! https://t.c<br>o/wRorPNATD<br>",0.1,0.1,False,False,False,False,False
Mon Sep 30 15:41:50 +0000 2019,527,"I have a plan to help people with disabilities get ahead. I’m in Whitby, Ontario today to talk about how a Conservative government will do more for those who need it the most. WATCH LIVE: https://t.co/JyY1UBGhTM",[],1178696463137816576,1178696463137816576,en,,172,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/videos/1966871646789916/', 'url': 'https://t.co/JyY1UBGhTM'}]","{'id': 256360738, 'id_str': '256360738'}",[],,,,2019-09-30 15:41:50+00:00,2019-09-30,2019-09-30,AndrewScheer,plan help people disabilities get ahead im whitby ontario today talk conservative government need watch live,"I have a plan to help people with disabilities get ahead. I’<br>m in Whitby, Ontario today to talk about how a Conservative <br>government will do more for those who need it the most. WATC<br>H LIVE: https://t.co/JyY1UBGhT<br>",0.13636363636363635,0.5,False,False,False,False,False
Mon Sep 30 02:11:29 +0000 2019,1838,"Another week on the trail in the books! We are 19 days into our campaign, which means we are just 22 days away from electing a new Conservative government that will put more money in your pockets so you can get ahead. https://t.co/H70rUJOIaZ",[],1178492530192785410,1178492530192785410,en,"[{'display_url': 'pic.twitter.com/H70rUJOIaZ', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178492530192785410/video/1', 'id': 1178491039897833473, 'media_url': 'http://pbs.twimg.com/media/EFrYWfmXYAArBVr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFrYWfmXYAArBVr.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/H70rUJOIaZ', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 92125, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178491039897833473/vid/1280x720/FUqrRZCpOIhDK7Lt.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1178491039897833473/pl/UtGk-qLiLZRST8ss.m3u8?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178491039897833473/vid/640x360/kHOCLApHrt2Cpy_7.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178491039897833473/vid/480x270/FfQE6UWT13PasN71.mp4?tag=13'}]}}]",539,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,2019-09-30 02:11:29+00:00,2019-09-30,2019-09-30,AndrewScheer,another week trail books 19 days campaign means 22 days away electing new conservative government put money pockets get ahead,"Another week on the trail in the books! We are 19 days into <br>our campaign, which means we are just 22 days away from elec<br>ting a new Conservative government that will put more money <br>in your pockets so you can get ahead. https://t.co/H70rUJOIa<br><br>",0.13636363636363635,0.45454545454545453,False,False,False,False,False
Sun Sep 29 20:27:31 +0000 2019,1323,"Justin Trudeau promised to cut taxes for Canadians, but then he raised taxes on over 80% of middle-class families. Meanwhile, Trudeau’s carbon tax will increase the cost of everything, including groceries, gasoline, and home heating. (1/2) https://t.co/7WH9OguD2a",[],1178405968243314690,1178405968243314690,en,,563,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/JustinTrudeau/status/1178075000143785986', 'url': 'https://t.co/7WH9OguD2a'}]","{'id': 256360738, 'id_str': '256360738'}",[],"{'created_at': 'Sat Sep 28 22:32:22 +0000 2019', 'favorite_count': 6164, 'full_text': ""The Conservative plan will give tax breaks to millionaires. I just don't think that's right. Liberals will cut taxes so middle class families get $600 and the wealthiest one percent get zero. #ChooseForward https://t.co/LzqsLENC7S"", 'hashtags': [{'text': 'ChooseForward'}], 'id': 1178075000143785986, 'id_str': '1178075000143785986', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/LzqsLENC7S', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1178075000143785986/video/1', 'id': 1178070189516247041, 'media_url': 'http://pbs.twimg.com/media/EFlZCNEWkAELxoi.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFlZCNEWkAELxoi.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/LzqsLENC7S', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 30030, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178070189516247041/vid/1280x720/J6AIrl6wlcQjTSLG.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1178070189516247041/pl/tW1e3cqBO-D6o-7R.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178070189516247041/vid/480x270/-Zko9QsPDZTiX3JE.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178070189516247041/vid/640x360/ehWlH7xsWAqmhMnv.mp4?tag=13'}]}}], 'retweet_count': 1198, 'source': '<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>', 'urls': [], 'user': {'id': 14260960, 'id_str': '14260960'}, 'user_mentions': []}",1.178075000143786e+18,1178075000143785986,2019-09-29 20:27:31+00:00,2019-09-29,2019-09-23,AndrewScheer,justin trudeau promised cut taxes canadians raised taxes 80 middleclass families meanwhile trudeaus carbon tax increase cost everything including groceries gasoline home heating 12,"Justin Trudeau promised to cut taxes for Canadians, but then<br> he raised taxes on over 80% of middle-class families. Meanw<br>hile, Trudeau’s carbon tax will increase the cost of everyth<br>ing, including groceries, gasoline, and home heating. (1/2) <br>https://t.co/7WH9OguD2<br>",0.0,0.0,True,False,False,False,False
Sun Sep 29 19:28:49 +0000 2019,411,"On Police and Peace Officers' National Memorial Day, we remember those who have lost their lives in service to us. I am grateful for those who serve and protect our communities to keep us safe. #HeroesInLife https://t.co/sg215MpmJY",[{'text': 'HeroesInLife'}],1178391197318033408,1178391197318033408,en,"[{'display_url': 'pic.twitter.com/sg215MpmJY', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178391197318033408/photo/1', 'id': 1178391176895979522, 'media_url': 'http://pbs.twimg.com/media/EFp8iDFW4AI0X6h.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFp8iDFW4AI0X6h.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/sg215MpmJY'}]",138,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,2019-09-29 19:28:49+00:00,2019-09-29,2019-09-23,AndrewScheer,police peace officers national memorial day remember lost lives service us grateful serve protect communities keep us safe heroesinlife,"On Police and Peace Officers' National Memorial Day, we reme<br>mber those who have lost their lives in service to us. I am <br>grateful for those who serve and protect our communities to <br>keep us safe. #HeroesInLife https://t.co/sg215MpmJ<br>",0.5,0.5,False,False,False,False,False
Sun Sep 29 16:45:36 +0000 2019,870,"On behalf of the Canada’s Conservatives, I extend my best wishes to the Jewish community, across Canada and around the world, celebrating Rosh Hashanah. Shana tova ve’metuka! My statement: https://t.co/IJUFyWoCve https://t.co/8rIYilRAwJ",[],1178350121316167681,1178350121316167681,en,"[{'display_url': 'pic.twitter.com/8rIYilRAwJ', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178350121316167681/video/1', 'id': 1178340877707726849, 'media_url': 'http://pbs.twimg.com/media/EFpP7RPWwAEd5jP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFpP7RPWwAEd5jP.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/8rIYilRAwJ', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 44834, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178340877707726849/vid/480x270/kdSBRdRJzt4VszH7.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178340877707726849/vid/640x360/cOtjgm5mb6e1aDtk.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178340877707726849/vid/1280x720/SFnSi0pwdOul40LM.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1178340877707726849/pl/b6MwA_yjjEXq5FjK.m3u8?tag=13'}]}}]",247,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/videos/533680514049835/', 'url': 'https://t.co/IJUFyWoCve'}]","{'id': 256360738, 'id_str': '256360738'}",[],,,,2019-09-29 16:45:36+00:00,2019-09-29,2019-09-23,AndrewScheer,behalf canadas conservatives extend best wishes jewish community across canada around world celebrating rosh hashanah shana tova vemetuka statement,"On behalf of the Canada’s Conservatives, I extend my best wi<br>shes to the Jewish community, across Canada and around the w<br>orld, celebrating Rosh Hashanah. Shana tova ve’metuka! My st<br>atement: https://t.co/IJUFyWoCve https://t.co/8rIYilRAw<br>",0.5,0.15,False,False,False,False,False
Sun Sep 29 02:12:22 +0000 2019,1996,"Our seniors worked hard to build this great country. It’s time we gave you something back. We will increase the Age Credit by $1,000, maintain the OAS qualifying age at 65, and our Universal Tax Cut means you save more on your pension. It’s time for you to get ahead! https://t.co/K041QZGNeB",[],1178130365011107841,1178130365011107841,en,"[{'display_url': 'pic.twitter.com/K041QZGNeB', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178130365011107841/video/1', 'id': 1178104108831645697, 'media_url': 'http://pbs.twimg.com/media/EFl57SaX0AANQ5n.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFl57SaX0AANQ5n.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/K041QZGNeB', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 50000, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178104108831645697/vid/480x270/dKGt8aZhcUGNSnu9.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178104108831645697/vid/640x360/zsqL8sKD-0jcqcml.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1178104108831645697/pl/qXYs0KHmz7UnOEZ3.m3u8?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178104108831645697/vid/1280x720/-BseGO-aAG1bM-rR.mp4?tag=13'}]}}]",643,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,2019-09-29 02:12:22+00:00,2019-09-29,2019-09-23,AndrewScheer,seniors worked hard build great country time gave something back increase age credit 1000 maintain oas qualifying age 65 universal tax cut means save pension time get ahead,"Our seniors worked hard to build this great country. It’s ti<br>me we gave you something back. We will increase the Age Cred<br>it by $1,000, maintain the OAS qualifying age at 65, and our<br> Universal Tax Cut means you save more on your pension. It’s<br> time for you to get ahead! https://t.co/K041QZGNe<br>",0.12708333333333333,0.32291666666666663,False,False,False,False,False
Sat Sep 28 22:11:22 +0000 2019,2577,"I will create a National Energy Corridor to carry resources from coast to coast. This will build a stronger economy, unite our country, and bring prosperity to *all* Canadians. Because it’s time for you to get ahead. https://t.co/K9keuRphRn",[],1178069717241798656,1178069717241798656,en,"[{'display_url': 'pic.twitter.com/K9keuRphRn', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1178069717241798656/video/1', 'id': 1178047550953271296, 'media_url': 'http://pbs.twimg.com/media/EFlEz4VWoAAe6Ox.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFlEz4VWoAAe6Ox.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/K9keuRphRn', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 32300, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178047550953271296/vid/480x270/AbFZls1NNnccJoTk.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1178047550953271296/pl/j2RBb_ja1sWBgss0.m3u8?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178047550953271296/vid/1280x720/PGQHDKVImllN-7x7.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1178047550953271296/vid/640x360/5Ybcpn6tZAh4aAht.mp4?tag=13'}]}}]",773,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,2019-09-28 22:11:22+00:00,2019-09-28,2019-09-23,AndrewScheer,create national energy corridor carry resources coast coast build stronger economy unite country bring prosperity canadians time get ahead,"I will create a National Energy Corridor to carry resources <br>from coast to coast. This will build a stronger economy, uni<br>te our country, and bring prosperity to *all* Canadians. Bec<br>ause it’s time for you to get ahead. https://t.co/K9keuRphR<br>",0.0,0.0,False,False,False,False,False
